YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,GrLivArea,GarageArea,WoodDeckSF
2005,2006,0.0,0.0,6.558197802812269,1422,440.0,36
1992,1993,0.0,6.68586094706836,7.27931883541462,1759,525.0,150
1994,1994,0.0,6.628041376179533,6.898714534329988,990,440.0,66
1998,1998,0.0,6.85751406254539,7.288927694521257,1463,539.0,0
1998,1998,120.0,6.408528791059498,6.834108738813838,1772,492.0,150
2002,2001,68.0,7.138866999945524,7.266827347520591,1444,577.0,144
2001,2001,180.0,3.2188758248682006,7.30854279753919,1492,608.0,0
1978,1978,76.0,6.439350371100098,6.811244378601294,907,343.0,72
1979,1979,40.0,6.566672429803241,6.818924065275521,914,444.0,0
2002,2002,0.0,7.118826249062078,7.358830898342354,1611,1231.0,262
2003,2003,198.0,0.0,6.974478911025045,2184,570.0,192
2002,2002,0.0,0.0,6.734591659972948,1725,550.0,0
2001,2001,0.0,0.0,6.851184927493743,1870,608.0,256
1999,2000,260.0,7.1284959456800365,7.288244401020124,1513,521.0,135
2002,2003,164.0,7.215975002651466,7.508238774678663,1828,523.0,194
1997,1998,209.0,7.013915474810528,7.257002707092073,1417,511.0,60
2007,2007,180.0,7.2991214627108,7.364547014255642,1602,810.0,0
2007,2007,0.0,0.0,6.411818267709897,1396,440.0,100
1960,1971,0.0,5.991464547107982,6.922643891475888,1149,544.0,0
2005,2006,80.0,6.306275286948016,6.306275286948016,1072,525.0,0
1959,1959,0.0,5.808142489980444,6.776506992372183,876,320.0,0
1950,1950,0.0,6.983789965258135,6.983789965258135,1368,195.0,0
1959,1959,74.0,0.0,7.425953657077541,1678,0.0,0
1956,1956,259.0,6.304448802421981,7.048386408721883,1560,313.0,0
1941,1950,0.0,6.440946540632921,6.580639137284949,1298,256.0,84
1938,1950,88.0,6.725033642166843,6.725033642166843,1268,250.0,0
1935,1950,0.0,0.0,6.369900982828227,1242,180.0,329
1916,2000,0.0,0.0,6.705639094860003,1232,440.0,0
1918,1990,0.0,0.0,6.398594934535208,1228,215.0,0
1940,1950,0.0,6.591673732008658,6.734591659972948,1567,440.0,0
1960,1960,0.0,6.677083461247136,7.149916836132109,1273,307.0,483
1940,1950,0.0,5.5093883366279774,6.825460036255307,2480,400.0,0
1954,1954,0.0,5.043425116919247,7.014814351275545,1112,390.0,0
1960,1960,132.0,4.189654742026425,7.3537223303996315,1561,463.0,0
1949,2005,0.0,5.746203190540153,6.97354301952014,1523,295.0,0
1954,1954,420.0,6.665683717782408,7.1785454837637,1906,576.0,0
1980,1980,0.0,0.0,6.248042874508429,1032,452.0,279
1980,1992,0.0,6.156978985585555,6.331501849893691,1229,462.0,176
1980,1980,0.0,0.0,6.331501849893691,1229,462.0,154
1986,1986,242.0,6.12029741895095,6.35088571671474,1982,501.0,400
1971,2009,0.0,6.6895992691789665,7.4977617006225685,2365,551.0,200
1900,1993,0.0,0.0,6.634633357861686,2168,576.0,467
1925,1950,0.0,0.0,6.35088571671474,572,200.0,0
2007,2008,174.0,7.29776828253138,7.3758821482150125,1648,482.0,162
1910,1950,0.0,0.0,0.0,810,280.0,119
2000,2001,0.0,6.100318952020064,7.010311867307229,2052,642.0,210
1977,1977,0.0,6.643789733147672,6.805722553416985,926,351.0,319
1977,1977,0.0,6.7357800142423265,6.86484777797086,1287,541.0,302
1991,1991,0.0,4.02535169073515,7.367077059881012,1595,672.0,0
2008,2008,246.0,7.472500744737558,7.692113339595466,2036,780.0,90
2008,2008,406.0,7.017506142941256,7.403670290012373,1641,885.0,0
1980,2006,0.0,6.137727054086234,6.569481420414296,2237,440.0,305
1987,1989,310.0,6.807934943699926,7.406103381237015,1479,578.0,224
2003,2003,0.0,0.0,6.816735880594968,2014,486.0,124
2007,2007,290.0,7.403061091090091,7.590346945602565,1978,920.0,308
1968,1968,182.0,6.278521424165844,6.9167150203536085,1008,384.0,144
1969,2000,176.0,6.38856140554563,7.080867896690782,1404,504.0,0
1972,1972,0.0,6.580639137284949,6.680854678790215,796,336.0,138
1993,1996,0.0,4.74493212836325,5.953243334287785,1091,429.0,280
1992,1993,0.0,6.577861357721047,6.720220155135295,883,698.0,100
1992,1992,0.0,5.802118375377063,6.437751649736401,1287,440.0,150
1969,1969,178.0,6.208590026096629,6.665683717782408,1632,898.0,0
1997,1998,0.0,6.561030665896573,6.831953565565855,1604,470.0,0
1995,1996,119.0,6.1675164908883415,6.523562306149512,1470,420.0,192
1998,1998,0.0,6.747586526829315,6.831953565565855,1604,472.0,100
1996,1996,0.0,4.9344739331306915,6.821107472256465,1636,386.0,168
1996,1997,0.0,6.111467339502679,7.207118856207756,1384,404.0,0
1997,1997,0.0,6.48768401848461,7.417580402414544,1682,528.0,0
1992,1992,0.0,0.0,7.155396301896734,1280,506.0,0
1998,1998,0.0,0.0,6.838405200847344,1633,460.0,0
1991,1991,194.0,6.22455842927536,6.729824070489475,1709,416.0,0
1989,1989,0.0,5.768320995793772,7.198931240688173,1337,462.0,0
2005,2005,130.0,2.833213344056216,7.063903961472068,2500,683.0,192
2004,2004,296.0,7.198931240688173,7.541683099882111,1884,670.0,214
1952,1952,0.0,0.0,7.398174092970465,1474,495.0,0
2007,2007,178.0,6.942156705699469,7.444833273892193,1710,557.0,156
1950,1950,44.0,0.0,7.305860032684009,1488,738.0,0
1988,1988,102.0,6.891625897052253,7.424165281042028,1688,528.0,0
1983,1983,174.0,6.617402977974478,7.13966033596492,1260,598.0,152
1978,1978,383.0,7.095893221097532,7.6251071482389,2064,550.0,200
1979,1979,194.0,6.762729506931879,7.48605261786314,1782,551.0,467
1976,1976,621.0,6.792344427470809,7.10002716662926,1211,461.0,0
1980,1988,280.0,0.0,6.6052979209482015,2044,489.0,28
1969,1969,0.0,5.638354669333745,6.580639137284949,1308,484.0,0
1978,1978,168.0,6.8966943316227125,7.259116128097101,2840,1314.0,0
1976,1976,120.0,0.0,7.275864600546533,1444,473.0,0
1996,1996,402.0,6.931471805599453,7.1204443723924875,2340,787.0,192
1974,1974,0.0,0.0,6.799055862058796,1792,480.0,0
1969,1969,72.0,5.53338948872752,6.842683282238422,936,288.0,16
1971,1971,0.0,4.787491742782046,6.762729506931879,864,576.0,0
1973,1973,359.0,6.129050210060545,6.182084906716632,987,264.0,52
1972,1972,422.0,6.182084906716632,6.182084906716632,987,352.0,411
1972,1972,356.0,5.860786223465865,6.447305862541213,1302,264.0,0
1975,1975,0.0,5.659482215759621,6.752270376141742,1456,460.0,0
1977,1977,0.0,5.937536205082426,6.962243464266207,1055,440.0,0
2007,2007,302.0,6.920671504248683,7.367077059881012,1582,905.0,209
2007,2007,554.0,7.455298485683291,7.791109510610028,2464,650.0,358
2007,2007,480.0,7.226936018493289,7.576097340623111,1950,706.0,156
2006,2006,270.0,7.259116128097101,7.523481312573497,2748,850.0,212
2005,2006,468.0,6.9874902470009905,7.390798521735676,2790,1150.0,30
2005,2005,368.0,7.1308988302963465,7.254884810077338,2331,1003.0,192
2007,2007,108.0,3.713572066704308,6.855408798609928,2088,656.0,100
2004,2004,126.0,6.75343791859778,7.046647277848756,2332,756.0,224
2003,2003,680.0,7.722234744709607,7.8383433155571165,2470,789.0,154
2003,2004,504.0,7.047517221357296,7.38025578842646,1575,732.0,216
2001,2002,1110.0,6.98100574072173,7.299797366758161,2649,746.0,0
2003,2003,221.0,0.0,7.476472381163905,2690,795.0,268
2008,2008,492.0,5.921578419643816,7.527793987721444,1866,870.0,0
2005,2005,144.0,3.044522437723423,7.221105098182496,1367,484.0,0
2007,2008,714.0,7.094234845924755,7.496097345175956,1800,944.0,210
2006,2007,176.0,6.741700694652055,7.202661196523238,1342,550.0,0
2006,2007,196.0,3.2188758248682006,7.202661196523238,1342,550.0,0
2003,2004,106.0,0.0,6.639875833826536,1626,474.0,0
2003,2003,143.0,6.97914527506881,7.255591274253665,1455,644.0,156
2004,2004,24.0,6.992096427415888,7.2399325913204695,1576,668.0,143
2007,2008,20.0,0.0,7.044905117129371,1246,428.0,100
2004,2004,0.0,0.0,6.672032945461067,1515,393.0,0
2002,2003,0.0,0.0,6.734591659972948,1720,400.0,138
2003,2003,196.0,0.0,6.742880635791903,1986,434.0,120
2007,2008,176.0,6.776506992372183,7.208600337960199,1358,484.0,192
2000,2001,647.0,6.300785794663244,6.890609120147166,1892,431.0,108
2002,2002,0.0,0.0,6.56244409369372,1414,403.0,100
1999,2000,0.0,6.769641976852503,6.945051063725834,2322,400.0,144
1999,1999,0.0,0.0,6.723832440821209,1651,450.0,0
1997,1997,1290.0,0.0,7.068172000388042,2199,516.0,0
2000,2000,295.0,0.0,7.326465613840322,2172,687.0,162
1998,1998,495.0,7.415175109613295,7.592366128519796,2006,938.0,144
1996,1997,0.0,6.747586526829315,6.970730078143525,2125,576.0,168
1995,1995,466.0,0.0,7.1252830915107115,2501,751.0,192
1993,1994,320.0,5.43372200355424,6.985641817639208,2197,783.0,385
2006,2006,128.0,7.00033446027523,7.364547014255642,1578,642.0,0
2007,2007,156.0,0.0,7.201916317531627,1861,851.0,144
2007,2008,310.0,6.593044534142437,6.862757913051401,1874,880.0,168
2006,2007,0.0,6.502790045915623,7.2868764117507,1460,480.0,0
2007,2008,0.0,3.2188758248682006,7.218176838403408,1372,588.0,192
2007,2007,292.0,0.0,7.415175109613295,1660,660.0,133
2007,2008,210.0,6.805722553416985,7.105786129481271,1218,462.0,168
2003,2003,0.0,4.394449154672439,6.728628613084702,1696,542.0,143
2003,2004,95.0,0.0,6.728628613084702,1663,478.0,168
2005,2006,126.0,4.394449154672439,7.069874128458572,1175,0.0,0
2007,2007,0.0,0.0,7.0587581525186645,1162,483.0,0
1995,1995,38.0,5.8944028342648505,6.626717749249025,1609,525.0,0
1993,1994,120.0,6.401917196727186,6.787844982309579,1680,474.0,144
1994,1995,145.0,6.2878585601617845,6.725033642166843,1657,483.0,144
2001,2001,0.0,6.159095388491933,6.71901315438526,1677,627.0,0
1992,1992,0.0,5.986452005284438,6.729824070489475,1737,506.0,192
1963,1963,0.0,3.9889840465642745,6.892641641172089,984,384.0,145
1961,2007,0.0,6.639875833826536,6.762729506931879,864,420.0,132
1968,1968,0.0,6.792344427470809,6.792344427470809,890,308.0,0
1963,1963,0.0,6.194405391104672,6.762729506931879,864,276.0,0
1974,1974,144.0,6.68586094706836,7.266128779556451,1430,484.0,117
1972,1972,0.0,5.25227342804663,6.90975328164481,1641,490.0,0
1990,1991,304.0,6.558197802812269,6.836259277277067,2683,473.0,237
1993,1994,568.0,6.255750041753367,7.522400231387125,2786,636.0,294
2004,2005,0.0,3.2188758248682006,7.119635638017636,1245,495.0,0
2005,2005,0.0,5.968707559985366,6.398594934535208,1200,480.0,0
2007,2007,0.0,0.0,6.536691597591305,1392,540.0,0
1999,1999,216.0,6.311734809152915,6.61338421837956,1549,440.0,0
2000,2000,260.0,6.93537044601511,7.387090235656757,1638,495.0,230
2001,2001,179.0,6.912742820493176,7.1785454837637,1310,545.0,277
2001,2001,0.0,6.872128101338986,7.258412150595307,1419,588.0,155
1999,2000,260.0,7.040536390215956,7.351158226430694,1557,484.0,124
1999,2000,216.0,6.398594934535208,6.511745329644728,1404,462.0,20
2001,2001,513.0,6.525029657843462,6.755768921984255,1789,546.0,0
1999,1999,466.0,6.418364935936212,6.8679744089702925,1586,480.0,169
1999,2000,456.0,6.70196036600254,6.8679744089702925,1607,480.0,169
1998,1999,0.0,4.859812404361672,6.878326468291325,2393,846.0,0
1995,1995,0.0,6.329720905522696,7.115582126184454,1239,477.0,172
1977,1977,1050.0,6.018593214496234,6.902742737158593,2944,864.0,140
1976,2007,0.0,6.951772164398911,7.2633296174768365,1671,550.0,280
2002,2002,0.0,0.0,6.859614903654202,1812,469.0,144
1969,1969,0.0,6.720220155135295,7.2640301428995295,1427,516.0,0
1968,1968,0.0,5.71042701737487,7.462214939768189,1740,512.0,25
1967,1967,0.0,6.403574197934815,7.390798521735676,1620,578.0,0
1965,1965,0.0,0.0,7.3938782901077555,1625,484.0,0
1968,1968,0.0,6.597145701886651,6.597145701886651,1464,470.0,0
1965,2005,0.0,5.564520407322694,6.816735880594968,925,576.0,233
1965,1965,0.0,0.0,7.455298485683291,1728,576.0,0
1971,1971,0.0,6.369900982828227,6.716594773520978,1670,464.0,0
1956,1956,0.0,0.0,0.0,1014,267.0,0
1961,1961,0.0,0.0,7.016609683894219,1114,451.0,0
1960,2000,0.0,6.270988431858299,7.020190708311925,1118,264.0,290
1937,1950,0.0,4.795790545596741,5.855071922202427,906,231.0,0
1960,1960,203.0,6.490723534502507,7.167809184316444,1496,450.0,0
1950,2006,0.0,3.4965075614664802,6.35088571671474,1337,264.0,0
1953,1953,88.0,6.2766434893416445,6.9440872082295275,1036,312.0,120
1966,1999,410.0,6.3561076606958915,7.007600613951853,1988,480.0,0
1957,1957,143.0,6.432940092739179,7.0707241072602764,1176,292.0,0
1959,1998,0.0,6.960347729101308,7.130098510125578,1440,480.0,150
1958,1958,187.0,6.8658910748834385,7.241366283322318,1570,441.0,490
1956,1958,0.0,6.652863029353347,7.007600613951853,1104,384.0,0
1952,1952,52.0,5.003946305945459,6.580639137284949,882,240.0,0
1953,1953,84.0,6.2166061010848646,7.050122520269059,1152,636.0,0
1953,1953,0.0,6.437751649736401,6.892641641172089,950,400.0,0
1957,1957,360.0,0.0,6.906754778648554,1790,540.0,0
1957,1982,0.0,0.0,0.0,1764,301.0,0
1957,1957,0.0,0.0,7.509335266016592,1824,484.0,0
1948,1950,0.0,0.0,0.0,869,390.0,0
1925,1950,0.0,0.0,6.617402977974478,1159,288.0,84
1940,2005,0.0,0.0,6.511745329644728,672,308.0,88
1922,1950,0.0,0.0,6.794586580876499,1436,1488.0,0
1968,1968,0.0,6.61338421837956,6.816735880594968,1044,372.0,200
1958,2001,125.0,6.45833828334479,7.180069874302796,1312,495.0,0
1960,1993,276.0,6.548219102762372,6.9865664594064265,1081,401.0,36
1951,1951,0.0,6.07073772800249,6.776506992372183,876,576.0,0
1959,1959,0.0,6.1675164908883415,7.136483208590247,1256,311.0,0
1962,1962,0.0,6.255750041753367,6.93537044601511,1027,299.0,0
1948,1950,0.0,5.755742213586912,6.645090969505644,1320,576.0,108
1954,1954,0.0,0.0,6.842683282238422,984,280.0,0
1954,1954,0.0,6.513230110912307,6.75110146893676,1278,240.0,0
1961,1961,0.0,0.0,7.496097345175956,1800,0.0,0
1955,1967,0.0,5.916202062607435,6.645090969505644,1588,480.0,0
1954,1954,0.0,0.0,6.716594773520978,825,350.0,0
1963,1963,0.0,0.0,7.0192966537150445,1117,264.0,0
2008,2008,0.0,4.574710978503383,5.262690188904886,1133,308.0,0
1948,2005,0.0,0.0,6.660575149839686,1323,400.0,0
1910,2003,0.0,0.0,6.523562306149512,1360,330.0,192
1940,1950,0.0,0.0,6.511745329644728,672,256.0,0
1915,2005,0.0,0.0,6.591673732008658,1456,308.0,0
1910,1996,0.0,0.0,6.720220155135295,1594,0.0,0
1940,1985,0.0,0.0,6.687108607866515,1656,440.0,187
1920,1950,0.0,5.8888779583328805,6.842683282238422,1740,225.0,0
1920,2006,0.0,0.0,6.837332814685591,1027,0.0,0
1940,1950,0.0,6.3818160174060985,6.785587645007929,1436,828.0,0
1910,1950,0.0,0.0,6.1779441140506,899,200.0,0
1890,1996,0.0,0.0,6.529418838262226,1080,0.0,0
1946,1950,0.0,6.100318952020064,6.807934943699926,1499,869.0,0
1946,1950,0.0,0.0,6.0112671744041615,407,297.0,76
1949,1992,0.0,0.0,6.1070228877422545,1588,0.0,0
1900,2006,0.0,0.0,6.682108597449809,1627,420.0,192
1920,1965,0.0,4.762173934797756,6.437751649736401,1450,288.0,0
1900,2003,0.0,0.0,5.849324779946859,1017,308.0,0
1920,1960,0.0,5.459585514144159,6.881411303642535,2350,393.0,0
1905,2005,0.0,0.0,6.35088571671474,1540,0.0,240
1920,1950,0.0,0.0,6.584791392385716,1086,400.0,0
1890,1999,0.0,0.0,7.1808311990445555,2495,342.0,0
1959,1959,164.0,5.303304908059076,6.892641641172089,984,308.0,0
1958,2006,0.0,0.0,6.76849321164863,1093,308.0,0
1928,1983,0.0,6.008813185442595,6.9167150203536085,1143,288.0,265
1945,1950,0.0,0.0,6.511745329644728,1668,252.0,210
1935,1950,0.0,5.170483995038151,6.932447891572509,1738,240.0,0
1941,2006,0.0,6.398594934535208,6.511745329644728,1210,240.0,0
1900,2000,0.0,0.0,6.318968113746434,1290,200.0,38
1940,1989,0.0,6.257667587882639,6.889591308354466,1672,240.0,0
1924,2003,0.0,0.0,6.856461984594587,949,370.0,0
1937,2000,0.0,5.308267697401205,6.716594773520978,1497,672.0,272
1939,1950,0.0,5.579729825986222,6.606650186198215,1342,240.0,0
1926,1950,0.0,0.0,6.900730664045173,1013,160.0,0
1920,1997,0.0,4.23410650459726,6.338594078203183,1216,355.0,0
1946,1950,0.0,0.0,0.0,896,280.0,0
1929,1950,0.0,4.394449154672439,6.558197802812269,1136,336.0,0
1945,1995,0.0,0.0,0.0,808,164.0,0
1939,1950,0.0,5.707110264748875,6.897704943128636,2009,400.0,0
1923,1950,0.0,5.318119993844216,7.00397413672268,1902,576.0,0
1915,2004,0.0,0.0,6.698268054115413,1716,672.0,0
1910,1983,0.0,5.2832037287379885,7.1252830915107115,1984,360.0,64
1910,1950,0.0,0.0,6.680854678790215,1609,228.0,0
1930,1950,0.0,0.0,6.645090969505644,768,440.0,0
1952,1952,0.0,5.921578419643816,6.645090969505644,1536,308.0,0
1938,1958,0.0,0.0,7.149131598557407,1969,400.0,0
1915,1978,0.0,0.0,6.78105762593618,1308,400.0,0
1925,1992,0.0,0.0,6.947937068614969,1040,320.0,0
1925,1950,0.0,4.804021044733257,6.645090969505644,1236,384.0,0
1912,1991,0.0,0.0,6.113682179832232,759,576.0,40
1915,1950,0.0,0.0,6.285998094508865,1344,0.0,42
1947,1993,0.0,0.0,6.953684210870537,1054,240.0,0
1963,1963,0.0,6.665683717782408,6.889591308354466,1075,440.0,64
1978,1978,39.0,6.270988431858299,6.9167150203536085,1096,484.0,168
1967,2005,0.0,6.63200177739563,6.900730664045173,992,294.0,204
1978,1978,40.0,6.111467339502679,6.111467339502679,1034,504.0,311
1967,1967,340.0,5.402677381872279,6.97914527506881,1073,270.0,0
1984,1984,0.0,4.653960350157523,6.966967138613983,1126,506.0,178
1920,1950,0.0,7.170888478512505,7.170888478512505,1140,400.0,0
1963,2003,0.0,6.453624998892692,6.8679744089702925,960,300.0,168
1956,1956,0.0,6.655440350367647,6.8966943316227125,1188,621.0,102
1960,1960,275.0,6.8966943316227125,6.8966943316227125,1721,626.0,50
1941,1973,0.0,5.820082930352362,6.3578422665081,1350,627.0,0
1970,1970,0.0,6.558197802812269,6.762729506931879,904,912.0,143
1979,1979,0.0,6.396929655216146,7.329749689041512,1524,478.0,140
1948,1950,0.0,0.0,6.3473892096560105,1079,249.0,135
1940,2007,0.0,6.943122422819428,7.365812837209472,1518,0.0,0
1956,1956,0.0,6.769641976852503,7.31986492980897,1509,322.0,158
1975,1975,0.0,6.762729506931879,6.762729506931879,864,0.0,0
1962,2001,216.0,5.783825182329737,6.432940092739179,1269,280.0,0
1995,2002,190.0,6.659293919683638,6.982862751468942,2814,614.0,48
1994,1994,251.0,7.148345743900068,7.3796321526095525,1626,534.0,424
1993,1994,0.0,5.87493073085203,6.70073110954781,2200,453.0,168
1996,1996,0.0,0.0,6.511745329644728,2037,472.0,100
2007,2007,0.0,0.0,6.444131256700441,1356,484.0,100
2007,2007,156.0,0.0,7.38770923908104,1615,864.0,168
2008,2008,554.0,7.643003635560718,7.7284157798410416,2276,1348.0,0
2008,2008,402.0,7.050989447068045,7.468513271496337,1766,874.0,216
1995,1995,302.0,6.647688373563329,7.2456550675945355,1511,811.0,168
1966,1966,0.0,5.572154032177765,7.075808863978387,1643,438.0,339
1994,1994,0.0,6.583409222158765,6.898714534329988,990,528.0,168
1997,1998,150.0,7.1770187659099,7.257707677160043,1418,558.0,208
1997,1997,128.0,6.535241271013659,6.762729506931879,1771,600.0,0
2000,2000,120.0,6.269096283706261,6.663132695990803,1652,532.0,0
2000,2001,0.0,6.498282149476434,6.834108738813838,1823,626.0,192
1978,1978,180.0,6.661854740545311,6.762729506931879,1174,528.0,211
1975,1975,176.0,5.68697535633982,6.981934677156389,1076,576.0,0
1975,2001,0.0,4.48863636973214,6.762729506931879,1558,440.0,140
2001,2001,227.0,0.0,7.1372784372603855,2161,570.0,0
2001,2002,134.0,7.085901464365611,7.213768308118642,1947,725.0,168
2002,2003,240.0,7.338888133838879,7.483806687665835,1786,715.0,182
2003,2003,0.0,0.0,7.029972911706386,2327,596.0,0
1999,2000,192.0,0.0,6.7464121285733745,1764,560.0,120
2004,2004,205.0,6.4967749901858625,6.744059186311348,848,420.0,140
1997,1998,0.0,7.374001859350161,7.516977224604321,1838,721.0,160
2004,2004,50.0,3.2188758248682006,7.27655640271871,1445,470.0,0
2007,2007,212.0,4.04305126783455,7.355641102974253,1564,814.0,0
2007,2007,0.0,3.2188758248682006,7.20934025660291,1361,610.0,0
1966,1966,0.0,6.413458957167357,6.996681488176539,1092,264.0,259
1976,1976,222.0,6.124683390894205,6.124683390894205,1033,504.0,224
1976,1976,84.0,6.9411900550683745,7.028201432058005,1127,480.0,0
1977,1977,0.0,5.910796644040527,6.937314081223682,1117,542.0,292
1976,2001,0.0,5.666426688112432,6.529418838262226,1398,440.0,0
1959,1996,0.0,0.0,0.0,3820,624.0,0
1955,1955,0.0,0.0,0.0,1152,0.0,0
1955,1955,58.0,0.0,0.0,1152,0.0,0
1955,1955,0.0,6.665683717782408,6.665683717782408,784,0.0,112
1938,2007,0.0,0.0,6.373319789577012,1053,0.0,42
1947,1993,0.0,0.0,0.0,1137,0.0,0
1953,1953,115.0,6.643789733147672,6.815639990074331,930,286.0,134
1954,1954,0.0,0.0,6.0330862217988015,1204,312.0,0
1923,2008,0.0,5.41610040220442,6.856461984594587,1292,205.0,0
1921,1950,174.0,0.0,7.113956109566034,1424,312.0,0
1930,1950,0.0,5.641907070938114,6.8679744089702925,1920,480.0,248
1926,1950,0.0,5.940171252720432,6.4692503167957724,1316,369.0,0
1914,1995,0.0,0.0,6.517671272912275,1264,400.0,424
1925,1997,0.0,6.008813185442595,6.683360945766275,1512,180.0,85
1923,1950,0.0,0.0,6.665683717782408,1603,599.0,0
1937,1995,0.0,6.408528791059498,6.849066282633458,1938,240.0,0
1938,1950,0.0,0.0,6.785587645007929,1374,225.0,64
1951,1951,88.0,6.2166061010848646,6.9957661563048505,1091,344.0,66
1935,1950,40.0,5.351858133476067,6.411818267709897,1873,786.0,0
1950,2000,0.0,6.077642243349034,6.725033642166843,2161,506.0,0
1956,1956,0.0,7.018401799069201,7.549082710812286,1898,484.0,0
1980,1980,0.0,5.905361848054571,6.248042874508429,1032,462.0,213
1926,1998,0.0,5.703782474656201,6.796823718274855,919,195.0,0
1940,2006,0.0,0.0,6.580639137284949,1090,240.0,0
1930,1950,0.0,0.0,6.660575149839686,1200,0.0,0
1967,1967,0.0,5.552959584921617,6.437751649736401,1656,288.0,0
1930,1995,0.0,0.0,6.255750041753367,912,360.0,0
1958,1958,162.0,5.802118375377063,7.049254841255837,1955,356.0,0
1952,1952,0.0,0.0,0.0,733,487.0,0
1895,1950,0.0,0.0,5.159055299214529,1361,185.0,0
1910,2000,0.0,0.0,5.877735781779639,1049,195.0,0
1920,1950,0.0,0.0,6.385194398997726,864,216.0,0
2007,2008,186.0,7.29776828253138,7.3758821482150125,1648,525.0,162
2004,2005,174.0,7.29641326877392,7.374629015218945,1646,482.0,128
1996,1997,668.0,6.55250788703459,7.518064181233078,2032,786.0,0
1996,1997,0.0,0.0,6.814542897259958,1820,816.0,318
1976,1976,0.0,0.0,0.0,1872,484.0,0
1991,1991,0.0,7.232733136177615,7.427144133408616,1689,432.0,428
1986,1986,340.0,6.795705775173514,7.15305163493748,1501,512.0,240
2006,2007,258.0,6.9440872082295275,7.325807502595773,1537,788.0,0
2007,2007,0.0,6.647688373563329,6.825460036255307,1780,612.0,0
2006,2007,0.0,0.0,5.8664680569332965,1442,400.0,100
2008,2008,60.0,0.0,6.680854678790215,1612,666.0,0
1989,1989,128.0,0.0,7.310550158534422,1495,438.0,252
1986,1986,228.0,6.825460036255307,7.136483208590247,1256,578.0,282
2003,2003,206.0,6.937314081223682,7.267525427828172,1440,467.0,185
1999,2000,0.0,7.1098794630722715,7.418780882750794,1675,435.0,165
2007,2007,0.0,6.919683849847411,7.541683099882111,1728,520.0,0
2005,2006,674.0,7.360103972989152,7.583247524303362,1964,892.0,0
1997,1998,200.0,7.177782416195197,7.20414929203594,1344,784.0,0
2007,2008,0.0,0.0,6.996681488176539,1092,0.0,0
1997,1997,197.0,6.762729506931879,7.081708586105575,1189,392.0,0
1964,1964,98.0,6.763884908562435,7.0909098220799835,1200,850.0,0
1975,1975,0.0,6.646390514847729,6.947937068614969,1040,499.0,0
1976,1976,0.0,5.765191102784844,6.311734809152915,1475,336.0,92
1973,2006,0.0,6.218600119691729,6.267200548541362,988,297.0,120
1973,1973,0.0,6.082218910376446,6.137727054086234,988,297.0,0
1968,1968,0.0,6.666956792429207,7.01571242048723,1160,257.0,81
1970,2007,0.0,5.883322388488279,6.304448802421981,1092,0.0,187
1983,1983,0.0,6.282266746896006,6.705639094860003,816,264.0,315
1982,2005,0.0,6.459904454377535,6.740519359606223,845,264.0,0
1984,1984,0.0,6.473890696352274,6.762729506931879,889,484.0,0
1900,1950,0.0,0.0,6.532334292222349,1836,288.0,0
1971,1971,302.0,6.732210706467206,7.370230641807081,1587,525.0,0
1997,1997,0.0,0.0,5.953243334287785,1384,390.0,0
1994,1994,32.0,5.231108616854587,5.973809611869261,1694,398.0,256
1999,2000,0.0,6.77078942390898,6.828712071641684,1714,451.0,256
1996,1996,0.0,6.028278520230698,6.539585955617669,1553,420.0,0
1999,2003,0.0,0.0,6.844815479208263,2299,482.0,188
1992,1993,52.0,0.0,7.063903961472068,1187,420.0,0
1993,1994,0.0,0.0,6.806829360392176,1642,392.0,290
1964,1964,138.0,6.311734809152915,7.172424577124845,1128,480.0,0
1988,1988,0.0,5.517452896464707,7.062191632286556,1179,480.0,0
1990,1990,0.0,6.831953565565855,7.180069874302796,1321,484.0,0
2005,2005,146.0,6.894670039433482,7.047517221357296,2541,729.0,120
2006,2007,710.0,7.004881989712859,7.886457270977689,2338,1110.0,0
1969,1990,0.0,6.954638864880987,7.00397413672268,1424,828.0,144
2006,2006,165.0,6.682108597449809,7.385851078125209,1612,556.0,0
2006,2006,945.0,7.351799869057777,7.7057128238944275,2234,724.0,390
2006,2007,250.0,7.050122520269059,7.463363045520021,2042,724.0,240
1984,1984,0.0,5.54907608489522,7.158513997329321,1284,480.0,0
1981,2003,306.0,5.7745515455444085,6.587550014824796,1479,484.0,167
1978,1985,67.0,7.192182058713246,7.333023014386481,1664,663.0,0
1979,1979,549.0,6.63200177739563,6.660575149839686,1930,481.0,192
1984,1984,98.0,6.661854740545311,7.050989447068045,1177,495.0,204
1979,1999,253.0,6.806829360392176,7.138866999945524,1353,478.0,240
1971,1971,176.0,6.20050917404269,7.3938782901077555,1220,944.0,0
1976,1976,130.0,6.437751649736401,7.113956109566034,1324,585.0,407
1974,1974,0.0,6.837332814685591,6.98933526597456,1877,488.0,0
1970,1990,0.0,6.340359303727752,6.8308742346461795,1422,576.0,252
1970,2002,32.0,4.406719247264253,6.818924065275521,914,368.0,120
1961,1961,0.0,5.752572638825633,6.818924065275521,914,270.0,140
2001,2001,0.0,0.0,7.198931240688173,1337,511.0,136
1997,1998,0.0,6.836259277277067,7.2485040723706105,1337,522.0,0
1973,1973,567.0,5.746203190540153,6.26530121273771,1092,264.0,144
